,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,88.48501586914062,89.2748220077914,88.43641686423359,88.7304656885215,110737200.0,2.0,2.967003971402704,91.2356069572559,78.91390933913081,62.807154113634816,107.47229336057872,29.8113263927833,82.60845896402995,76.49038677215576,28.6200008392334,53.068093750988126
0,2020-07-01,AMGN,218.3363800048828,219.2863519837738,199.0462395469856,201.56234766296177,6575800.0,2.0,3.3060300924613273,211.2845273954121,182.02398243124804,61.27962656306181,272.7947202707828,47.00999177113682,195.33914642333986,196.31466852823894,28.6200008392334,53.068093750988126
0,2020-07-01,AXP,88.49398040771484,91.23206784577562,88.10819779352576,89.62308729746817,3301000.0,2.0,-0.37398266411130976,106.11618769232712,84.33573567803421,48.5048133008297,-62.63832852915177,1.7521439839044135,93.45101369222006,87.15739199320475,28.6200008392334,53.068093750988126
0,2020-07-01,BA,180.32000732421875,190.61000061035156,180.0399932861328,185.8800048828125,49036700.0,2.0,5.44319347756678,220.72113910561765,160.93286327475343,50.92577107851632,24.220608346258853,15.936440150233638,176.4723347981771,155.6141675313314,28.6200008392334,53.068093750988126
0,2020-07-01,CAT,113.82456970214844,116.84038481661759,113.66204029012488,116.82233594366791,2807800.0,2.0,1.2006195577823036,123.23289309549422,106.93904293966203,52.86542621384935,35.36656497029384,14.542245794105641,112.65585606892904,107.21597315470378,28.6200008392334,53.068093750988126
0,2020-07-01,CRM,190.22315979003906,191.14508927310996,185.83164794828488,186.46608802619335,4754600.0,2.0,4.155845656984354,193.37720914236536,167.57096743234166,58.104322601085514,139.95268796732728,29.22573881811109,178.62611440022786,169.46356735229492,28.6200008392334,53.068093750988126
0,2020-07-01,CSCO,39.545013427734375,40.11165915179093,39.49349898913838,39.957119111127795,17129500.0,2.0,0.247737725080178,41.57818780682913,37.575384657160136,53.16052466155569,18.695959333645956,13.443301582073813,39.5298511505127,37.92134946187337,28.6200008392334,53.068093750988126
0,2020-07-01,CVX,70.3694076538086,72.89923186814718,70.31318947409711,71.70258425581882,6379400.0,2.0,-0.9220848958430707,82.20762666699494,66.48451353075896,47.8291686651853,-93.2844632698108,8.373839698062573,74.45408986409505,72.17489083607991,28.6200008392334,53.068093750988126
0,2020-07-01,DIS,111.6309585571289,114.1893495702505,110.91974339997402,111.44327468613132,11930900.0,2.0,-0.9581240827037618,125.6983064234539,105.14592499134103,49.23569604037747,-76.95770021256217,1.5591531018647653,116.19654922485351,110.02001838684082,28.6200008392334,53.068093750988126
0,2020-07-01,GS,175.23388671875,177.1585574644105,173.41564513739846,176.395783541519,2620100.0,2.0,0.5494984934446734,197.42480111272218,166.20618033259032,50.962749281616965,-34.0421491295244,4.024933881958676,178.93294321695964,168.26979649861653,28.6200008392334,53.068093750988126
